DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI
Q14694,Q8TEQ6,0,13.799808,3.8016,0.13982480764389038
Q14694,Q96C12,0,9.23,9.23,0.3789142370223999
P09936,O95235,0,2.5344,1.32,0.21935530006885529
P09936,Q5T750,0,2.28,2.28,0.2238796204328537
P09936,O00425,0,4.7916,1.32,0.01310065109282732
P09936,Q717R9,0,2.5344,1.32,0.015645470470190048
P09936,Q9BYB0,0,38.41344,6.566399999999999,0.37214037775993347
P09936,Q49A88,0,1.5576,1.32,0.033398259431123734
P09936,O14561,0,1.92,1.0,0.10550785809755325
P09936,O95263,0,3.3744,2.28,0.6089896559715271
P09936,P04629,0,3.9864,1.32,0.5596359968185425
Q93008,P55196,0,123.74303508,8.6388,0.17755244672298431
Q93008,P50991,0,4.3776,2.28,0.7923932075500488
Q93008,Q5SW79,0,35.661312,16.3584,0.030590327456593513
Q93008,Q9BSM1,0,10.568448,3.8016,0.7153642177581787
Q93008,Q9H4M7,0,6.9084,2.28,0.02624177746474743
Q93008,Q86TG7,0,11.3702,4.09,0.019297411665320396
Q93008,P46734,0,3.6696,1.32,0.3527581989765167
Q93008,P61586,0,3.03,1.0,0.14083360135555267
Q93008,Q9C0C7,0,9.313,3.35,0.12658128142356873
Q93008,P54646,0,6.3384,2.28,0.35043928027153015
Q93008,P21757,0,3.9864,1.32,0.011344464495778084
Q93008,O00459,0,2.904,1.32,0.1337258666753769
Q93008,Q9NRC8,0,32.510592,11.7792,0.2938782870769501
Q93008,Q15796,0,29.13696,9.648,0.7143850326538086
Q93008,Q8TB24,0,2.6268,1.32,0.046832822263240814
A6NNY8,O95600,0,1.9536,1.32,0.7945223450660706
A6NNY8,Q9ULK2,0,3.35,3.35,0.004350689705461264
Q8NB14,P47897,0,2.28,2.28,0.00014514333452098072
P62068,O75317,0,1.36,1.36,0.04243283346295357
P62068,Q13043,0,1.9536,1.32,0.36699771881103516
P62068,Q9NU02,0,4.09,4.09,0.32590451836586
Q9UMW8,Q13309,0,2.28,2.28,0.06507956981658936
Q9UMW8,Q8NEB9,0,1.5576,1.32,0.16298387944698334
Q9UMW8,Q9UBU9,0,2.28,2.28,0.047064874321222305
Q5VVJ2,Q9H4B7,0,1.32,1.32,0.0030750292353332043
