DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI
Q9UPT9,Q12962,0,5.319,1.97,0.5965957045555115
Q9UPT9,Q96GX2,0,2.15,1.0,0.015164495445787907
Q92905,P47710,0,1.36,1.0,0.05998549461364746
Q92905,Q16584,0,16.077,6.9,0.222928512096405
Q92905,Q5VUJ6,0,1.17,1.17,0.6018649578094482
Q92905,P43354,0,6.489,3.15,0.4372819662094116
Q0WX57,P0C7H9,0,16.086675,10.3785,0.1152920126914978
Q9Y5T5,P11182,0,4.9028,2.38,0.40387973189353943
O94966,P19474,0,23.484412,11.4002,0.31618016958236694
O94966,Q6ISU1,0,1.17,1.17,0.0032011941075325012
O94966,Q9H2V7,0,6.5395,3.19,0.0717314839363098
Q70CQ1,O75170,0,3.7604,2.38,0.0006267828866839409
Q70CQ1,P08709,0,3.9775,1.85,0.4858892560005188
Q70CQ1,Q9H0E7,0,2.48,2.48,0.07710952311754227
Q9Y4E8,O75150,0,4.76,1.0,0.02938835136592388
Q9Y4E8,O76011,0,1.85,1.85,0.04731297120451927
Q9Y4E8,Q14525,0,2.38,2.38,0.03654269501566887
Q9Y4E8,Q14533,0,1.0,1.0,0.038737162947654724
Q9UK80,Q5T5X7,0,2.52,2.52,0.0162114858627319
Q9UK80,Q8IUH3,0,10.769596,6.8162,0.0895664244890213
Q9UK80,Q9BZI7,0,1.85,1.85,0.011156574822962284
Q9UK80,Q9Y2K6,0,3.7604,2.38,0.39735147356987
Q9UK80,Q9Y5S9,0,4.79,4.79,0.23522576689720154
P09936,P19013,0,1.51,1.0,0.1324254721403122
P09936,P23508,0,3.02,1.0,0.3789925694465637
Q8NB14,A6NHT5,0,11.4002,11.4002,0.28334173560142517
O94782,P19013,0,16.8454,4.18,0.03786206990480423
O94782,P20930,0,3.19,3.19,5.234312993707135e-06
O94782,P27482,0,2.38,2.38,0.19113270938396454
O94782,Q13835,0,47.1,47.1,0.371735417842865
P35125,Q14CW9,0,22.03047,2.38,0.018643468618392944
P35125,Q99750,0,1.58,1.0,0.5939261317253113
Q92995,Q9BYV6,0,7.934444,2.38,0.06875587999820709
Q9Y6I4,Q9H496,0,1.0,1.0,0.8812531232833862
P51784,O95931,0,8.4915,1.85,0.03872782364487648
P51784,P37231,0,73.782828,24.4314,0.7334625124931335
P51784,P48059,0,1.0,1.0,0.191364848613739
P51784,Q9BXW4,0,1.0,1.0,0.05832332745194435
P51784,Q9H0Y0,0,2.01,1.0,0.4091469645500183
P51784,Q9HC52,0,23.1336,2.38,0.15730580687522888
P51784,Q9NR20,0,18.76392,13.797,0.8987386226654053
P51784,Q9NRC8,0,40.981611,17.8959,0.4946640431880951
P51784,Q9Y463,0,16.086675,10.3785,0.4811803460121155
P21580,Q13158,0,61.008696,5.54,0.3661960601806641
Q9UHP3,P19013,0,4.18,4.18,0.033108633011579514
Q9UHP3,Q14315,0,6.3242,3.07,0.0002644656924530864
Q9UHP3,Q96DA0,0,1.34,1.0,0.3700852870941162
Q13107,Q15118,0,5.292,2.52,0.2926306128501892
P54252,P29466,0,5.0794,1.0,0.6355904817581177
P54252,Q9BSU1,0,3.379,1.0,0.394579815864563
Q9UPU5,P49407,0,2.28,1.5,0.6979473948478699
P40818,P78386,0,5.4205,1.85,0.04649784043431282
P40818,Q14493,0,3.5752,1.0,0.04959368705749512
P40818,Q15323,0,5.6736,1.97,0.03628597408533096
P40818,Q96FZ7,0,3.66,1.5,0.9726964235305786
Q9NQC7,O75762,0,5.6406,2.38,0.5159005522727966
Q9NQC7,Q9UM82,0,24.6906,3.19,0.39042842388153076
Q9P275,Q6ZN17,0,2.6398,1.97,0.014103226363658905
Q6R6M4,Q0WX57,0,8.6955,5.61,0.11404980719089508
Q9Y5K5,Q53TQ3,0,1.0,1.0,0.8851271867752075
Q70EL2,Q8N5C6,0,3.19,3.19,0.04370695352554321
O75604,P14555,0,3.15,3.15,0.5994038581848145
O75604,P19438,0,84.34077762,14.7053,0.09546756744384766
O75604,P36776,0,6.4464,4.08,0.04163871333003044
P12956,P09086,0,1.659,1.0,0.09967966675758362
Q01804,Q15323,0,1.5,1.5,0.029915187507867813
Q9H9J4,Q9BYN8,0,1.85,1.85,0.009632792323827744
Q9H9J4,Q8N1G4,0,1.5,1.5,0.4889158606529236
Q9H9J4,Q9H6W3,0,4.9028,2.38,0.7618505954742432
Q53GS9,O95400,0,2.28,1.5,0.015430687926709652
Q8TEY7,Q13228,0,10.4076,2.52,0.0681564062833786
Q504Q3,P21695,0,1.97,1.97,0.4292614758014679
O00487,Q8NBP7,0,6.489,3.15,0.423168808221817
O00487,Q96JH8,0,7.2759,3.07,0.9862474799156189
Q6GQQ9,Q8NFZ5,0,21.09,1.0,0.6459799408912659
Q93008,O15169,0,36.112692,2.38,0.8474841117858887
Q9H0E7,Q13428,0,3.9184,2.48,0.9999836683273315
Q9UGI0,Q9NVK5,0,1.58,1.0,0.004725771490484476
Q92560,O60516,0,2.52,2.52,0.4342565178871155
Q92560,P52739,0,1.97,1.97,0.971825122833252
Q86T82,P02768,0,1.71,1.0,0.00047633922076784074
Q9Y2K6,O15049,0,1.85,1.85,0.04711003974080086
Q9Y2K6,Q5T9A4,0,4.9742,2.38,0.5137559771537781
Q70CQ3,Q8N594,0,5.2456,3.32,0.8722756505012512
P46736,O75971,0,18.056346,2.38,0.6040973663330078
Q70EL3,P11717,0,135.352512,14.5854,0.7990081906318665
Q70EL3,Q9NQ29,0,2.38,2.38,0.8327545523643494
Q70EL3,P11310,0,3.2526,1.17,0.13563163578510284
Q93009,O00463,0,17.6733,6.57,0.9151172637939453
Q93009,P54253,0,5.771115,1.97,0.09004131555557251
Q93009,Q15170,0,2.37,1.0,0.12873445451259613
Q93009,Q68CJ9,0,9.28998,2.52,0.09075490832328796
Q93009,Q92611,0,19.9424,13.12,0.13372743129730225
Q93009,Q9BZR9,0,4.6,1.0,0.47105756402015686
Q93009,Q9HBZ2,0,90.553254,17.8959,0.9094378352165222
Q93009,Q9Y496,0,5.7288,2.48,0.5743381381034851
O75317,Q53GS9,0,1.0,1.0,0.06397504359483719
O75317,Q8TBZ3,0,11.4002,11.4002,0.18213361501693726
O95630,P11498,0,39.6224,13.12,0.00031567757832817733
O95630,Q15796,0,11.8575,4.65,0.9224237203598022
P62068,Q9BS26,0,2.8675,1.85,0.4503747522830963
P62068,Q9P0U4,0,9.9864,6.57,0.4719327688217163
Q5VVJ2,Q9BQA1,0,6.4464,4.08,0.859366238117218
