DUB,Substrate,label,TransDSI
Q93008,P61960,0,0.4274074137210846
Q8TEY7,O43303,1,0.0015248189447447658
Q13107,Q9NYP9,0,0.37568673491477966
Q9Y6I4,P0C0S8,1,0.9601075053215027
Q13107,P31947,0,0.13111427426338196
O94966,O14593,0,0.8911762237548828
O00487,Q8NBP7,0,0.011539201252162457
Q9Y6I4,P49327,0,0.95670485496521
Q9UMW8,P49116,1,0.883763313293457
Q9Y4E8,P28070,0,0.050653744488954544
Q93009,Q9UM11,0,0.574517548084259
Q93008,Q96B67,0,0.07176494598388672
O75317,P0C0S8,1,0.958943784236908
Q93009,P14373,1,0.45680660009384155
Q92995,Q92890,0,0.10719025135040283
Q0WX57,P01116,0,0.5761029124259949
Q13107,P28749,1,0.9955904483795166
Q93009,Q6PIJ6,0,0.04508794844150543
Q86T82,P0C0S8,1,0.9487178921699524
P45974,Q86WV6,1,0.7747170925140381
O75604,Q16526,1,0.9061100482940674
Q93009,P62807,1,0.9943811297416687
O94966,P27695,0,0.9839025139808655
Q9NQC7,O14640,1,0.9700658917427063
O94966,Q9H0D6,0,0.6701032519340515
P21580,Q16625,1,0.8371748328208923
Q93009,P04629,0,0.953673243522644
P09936,Q16665,1,0.9053159952163696
Q9BXU7,Q00987,1,0.9872376918792725
P51784,Q14135,1,0.12246732413768768
P40818,P00533,1,0.9091033935546875
P45974,Q86U42,0,0.14951631426811218
Q93009,Q96PK6,0,0.12243160605430603
Q86UV5,Q12933,1,0.9773558378219604
Q13107,Q9UK80,0,0.2739787995815277
Q96FW1,Q9H0F6,0,0.3447660803794861
Q9UHP3,O95271,1,0.9646950364112854
Q9Y6I4,Q16777,1,0.9601143002510071
P21580,Q9BVS4,0,0.376228392124176
Q13107,P18754,0,0.6217062473297119
Q9Y4E8,Q92560,0,0.4315442740917206
Q93009,P31947,0,0.11673485487699509
O75604,P24385,1,0.94370436668396
P21580,P04637,1,0.9721766710281372
Q9Y2K6,Q16659,1,0.8281769752502441
P51784,Q01831,1,0.9998179078102112
Q14694,P60484,1,0.9921116828918457
Q92905,P43354,0,0.9314420223236084
Q6R6M4,P35222,0,0.9909504055976868
Q9Y6I4,Q9H9S0,1,0.6897016167640686
Q9NQC7,P36897,1,0.958454430103302
Q96G74,P54652,0,0.05134369805455208
Q14694,P54646,1,0.9050477743148804
Q93008,P14921,1,0.9149259924888611
Q86T82,P35244,0,0.44136524200439453
Q13107,P62312,0,0.07849770039319992
Q96FW1,Q00325,0,0.04014957323670387
Q93009,Q9NRI5,0,0.14902494847774506
Q5T2D3,P60484,1,0.9881675839424133
Q92995,P11441,1,0.7466692924499512
Q9Y4E8,Q14145,1,0.28919562697410583
Q9UPU5,Q92466,1,0.6246818900108337
P51784,Q9Y463,0,0.7063089609146118
Q13107,Q9Y4K3,1,0.9512447714805603
Q70EK9,P04908,0,0.9621779322624207
P51784,O43663,1,0.9939006567001343
Q93009,P19838,1,0.9567208886146545
Q86T82,P78347,0,0.9955845475196838
Q93008,P35222,1,0.9911200404167175
Q93009,Q96T88,1,0.7173391580581665
Q96RU2,P63167,0,0.6240907311439514
Q9P2H5,Q8NB14,0,0.5792399644851685
Q96G74,P28799,0,1.0459983968758024e-05
Q9P275,Q8NG27,0,0.5361090302467346
Q13107,Q92769,1,0.7798933982849121
Q92560,O15294,1,0.6312979459762573
Q93009,Q16526,1,0.893514096736908
O94966,Q14457,1,0.9995002746582031
P40818,P01116,0,0.6226274967193604
P21580,Q58EX2,0,0.9768210649490356
P40818,Q8TCQ1,0,0.8986254334449768
O75317,Q16777,1,0.9589500427246094
P40818,Q15257,0,0.9805163741111755
O94966,Q13489,1,0.7914522290229797
Q9NQC7,Q9NPH5,1,0.9957418441772461
Q93009,Q13616,0,0.2093670815229416
P40818,P42226,0,0.4408293664455414
Q93009,Q96RK0,0,0.9869130849838257
P40818,O60260,1,0.17994670569896698
Q9Y4E8,Q14258,1,0.5042021870613098
Q8TEY7,Q99814,0,0.7956410050392151
Q93009,Q8IXJ9,1,0.7784833312034607
O75604,P19438,0,0.8634401559829712
Q9UHP3,Q13114,1,0.9433400630950928
Q9H0E7,P41208,0,0.24718640744686127
Q96RU2,P10275,0,0.9333091974258423
P40818,Q16665,1,0.8333775997161865
Q70CQ3,Q15388,1,0.8418703079223633
Q92560,P0C0S8,1,0.8479262590408325
Q92905,O95863,1,0.962147057056427
Q14694,Q9Y4K3,1,0.9564674496650696
P54578,Q96GD4,1,0.8858392238616943
Q9UK80,Q16777,1,0.9587571024894714
Q9UPT9,A6NNY8,0,0.2482491284608841
P21580,Q13546,1,0.9060823917388916
O75604,Q9UK80,0,0.2734394669532776
Q9NQC7,P08727,0,0.27805161476135254
Q96DC9,Q9Y4K3,1,0.9393298029899597
Q9NQC7,Q14152,0,1.2451080692699179e-05
Q9UPT9,P09467,1,0.015836864709854126
P15374,Q3KRB8,0,0.6663156747817993
O75317,P62807,1,0.9943840503692627
Q93008,Q9NRM7,1,0.7141937017440796
Q93009,O43684,1,0.679821789264679
Q9Y4E8,Q7Z569,1,0.3457503020763397
Q96FW1,P27694,1,0.01804332621395588
Q13107,Q9NQB0,0,0.9856239557266235
Q9Y4E8,Q13127,1,0.9309661984443665
Q93009,Q49AN0,1,0.893514096736908
Q8TEY7,Q96F46,0,0.9962379932403564
Q9Y4E8,Q15020,1,0.023942019790410995
Q14694,O95863,0,0.8733342885971069
Q9Y4E8,Q14525,0,0.030252866446971893
P54578,Q13813,0,0.23103517293930054
Q6R6M4,O95863,1,0.8477419018745422
O94966,Q15393,0,0.8605660200119019
Q92560,P26367,0,0.580074667930603
P40818,Q15717,0,0.029815424233675003
Q96RU2,Q12888,1,0.9995198249816895
Q93009,P30153,0,0.10998374223709106
P40818,P21860,1,0.7404657602310181
Q9Y4E8,Q8WWY3,1,0.12533096969127655
Q9UPT9,P01106,1,0.661320686340332
P09936,O75460,0,0.8332130908966064
Q13107,P36897,1,0.7533635497093201
P54252,Q71U36,0,0.17646333575248718
P54578,Q9UBS5,1,0.7017195224761963
Q8NB14,A6NHT5,0,0.37858664989471436
A6NNY8,Q86TJ2,0,0.013346963562071323
Q92995,Q9BYV6,0,0.38821324706077576
Q70CQ1,P08709,0,0.939403235912323
P40818,Q14493,0,0.4841381311416626
Q96RU2,O14965,0,0.8390251398086548
Q9H0E7,O15182,0,0.06831208616495132
Q9UHP3,P04234,1,0.014093583449721336
O95630,P11498,0,0.0030047085601836443
Q93008,Q9NYV9,1,0.03971336781978607
P40818,Q9H4P4,1,0.710355281829834
Q93009,O14965,1,0.5734871625900269
O75604,P08253,1,0.7306224703788757
O94966,P19474,0,0.5555543303489685
Q9UPT9,Q12962,0,0.034003160893917084
Q9Y4E8,O60496,0,0.39474666118621826
P54252,Q9UNE7,1,0.5697208046913147
O75604,Q9Y3B9,0,0.30865275859832764
Q92560,Q8NB78,0,0.9458085894584656
Q93009,Q8NG27,0,0.23887509107589722
Q9Y6I4,O14757,1,0.6244458556175232
Q93009,O43463,0,0.3384198844432831
Q9UK80,Q8IUH3,0,0.03452284261584282
Q93009,Q9H992,1,0.29672881960868835
Q8TEY7,O75694,0,0.9846461415290833
Q14694,P0C0S5,1,0.8827411532402039
Q93009,Q07866,0,0.24010969698429108
O94966,Q15773,0,0.004436677321791649
Q9Y4E8,O75150,0,0.02196580544114113
O95630,P55085,1,0.019289225339889526
Q0WX57,P09936,0,0.14774391055107117
Q5D1E8,O43474,1,0.8810529112815857
Q96FW1,O95863,1,0.7604016661643982
O94782,P20930,0,0.009143349714577198
Q96RU2,O60341,1,0.9555245041847229
Q5D1E8,Q13546,1,0.6335203647613525
Q9P275,P01106,1,0.6693868637084961
O75604,Q96CV9,0,0.9957013726234436
Q13107,Q9H6E5,0,0.510453999042511
Q70CQ1,Q13451,1,0.6343976259231567
O94782,Q13114,0,0.9741640090942383
P62068,P63104,0,0.11524060368537903
Q93009,Q13547,0,0.6217649579048157
Q9NQC7,P39023,0,0.005176480393856764
Q93008,P04626,1,0.7214146256446838
Q9UK80,Q14966,0,0.03992810100317001
Q96FW1,Q9Y4K3,1,0.9445672035217285
Q96G74,Q8TE49,0,0.004189339466392994
Q93009,Q9UNF1,0,0.037900909781455994
Q93008,Q86YR5,1,0.010018374770879745
Q93008,Q53EZ4,1,0.37456151843070984
Q70CQ2,Q8IYW5,1,0.8519524931907654
O94966,Q5XPI4,1,0.461947500705719
P40818,P42566,1,0.885140061378479
Q93009,Q96EY1,0,0.21882538497447968
Q93009,Q9BZS1,1,0.7737609148025513
Q92905,Q5VUJ6,0,0.6455830335617065
Q93008,Q9Y5Q9,0,0.013210427947342396
Q92560,Q13887,1,0.9106242060661316
Q96RU2,P04637,1,0.8840694427490234
Q9Y2K6,Q92813,1,0.9604369401931763
P54578,Q12874,0,0.6161289811134338
Q93009,Q9Y253,1,0.07579502463340759
Q6R6M4,O14965,0,0.5626455545425415
Q96G74,O14737,1,0.002303685760125518
Q9NQC7,Q8TEQ6,0,0.5636539459228516
Q93008,P00533,0,0.7184140682220459
Q9UK80,P23771,1,0.8740497827529907
O94782,Q9BXW9,1,0.5121079683303833
P09936,P19013,0,0.13475726544857025
Q13107,Q15118,0,0.16462577879428864
Q9Y4E8,Q16637,0,0.8125947117805481
Q93009,Q9HAW4,1,0.9999645948410034
Q93009,O60341,1,0.8864727020263672
O75604,Q9H5J4,1,0.41800034046173096
Q9H0E7,Q16777,1,0.8782885074615479
Q9UPT9,P35354,1,0.996293842792511
O94966,Q13547,1,0.666800320148468
A6NNY8,Q96B97,0,0.29157766699790955
Q96K76,Q99543,0,0.22904479503631592
Q93009,P0CG48,0,0.07478625327348709
O75317,Q16778,1,0.991563081741333
P09936,P04637,1,0.9418099522590637
O94966,Q13309,0,0.020827261731028557
O94782,P41134,1,0.7530996799468994
Q93008,Q5TC82,0,0.8409605026245117
Q70CQ1,Q9H0E7,0,0.07879464328289032
Q9Y4E8,Q9Y4E8,0,0.07935398072004318
Q9NQC7,Q6Q0C0,1,0.1513383686542511
Q96G74,Q96MU7,0,0.002052878960967064
Q96FW1,Q7Z6W7,0,0.21009740233421326
P21580,Q9BZR9,0,0.3576520085334778
Q9UMW8,Q15751,0,0.22608263790607452
P40818,Q99835,1,0.9808720350265503
P40818,Q92963,0,0.24257035553455353
P21580,Q9UBU9,0,0.003572725225239992
Q93009,Q8TBX8,0,0.7867040038108826
Q9UK80,P51587,1,0.003403671784326434
Q8TEY7,P43307,0,0.355594277381897
Q9UHP3,P02795,0,0.0031986269168555737
Q9UPT9,P14780,1,0.7042849063873291
Q6GQQ9,P03372,0,0.6753528714179993
P40818,Q8NCE0,0,0.1830025017261505
Q70EK9,P62807,1,0.9916118383407593
P51784,P35226,1,0.9196947813034058
O75317,Q6ZVD8,1,0.5599340796470642
Q14694,Q9NQC7,0,0.4445511996746063
Q93009,Q9Y592,0,0.01828477531671524
Q9Y4E8,Q9Y4K3,0,0.9555032849311829
Q9Y4E8,O15111,1,0.6004306077957153
Q9H9J4,P62807,1,0.9910919070243835
Q92995,Q96A84,0,0.8856461048126221
P09936,P00441,0,0.9302523136138916
O94966,Q13490,1,0.5842823386192322
Q13107,P62937,1,0.3579198122024536
Q9Y6I4,P38405,0,0.7695929408073425
Q9Y2K6,Q969F0,0,0.36118659377098083
Q93009,P08151,1,0.8865609765052795
Q504Q3,P21695,0,0.10575363785028458
Q9H0E7,Q70CQ1,0,0.08846808969974518
Q9Y2K6,O75943,1,0.10146165639162064
Q93009,Q92611,0,0.19832445681095123
Q13107,O43318,1,0.6424888372421265
Q9UPT9,O43795,0,0.0018466338515281677
P40818,Q9BYB0,1,0.3074363172054291
Q93008,P12830,1,0.9870583415031433
P21580,Q92985,1,0.7998520731925964
Q70CQ2,O15169,1,0.5196320414543152
Q9NQC7,Q14574,0,0.9964058995246887
Q9Y4E8,Q9BYM8,0,0.2303309440612793
Q9Y6I4,A8TX70,0,0.9660965800285339
P51784,P23443,0,0.6358032822608948
Q92995,Q13309,1,0.05025727301836014
Q13107,P49458,0,0.0747707188129425
O94782,P19013,0,0.04283960163593292
Q13107,O94966,0,0.09272588044404984
Q96RU2,O60763,0,0.004778917413204908
Q9HBJ7,Q6PCD5,0,0.03326883167028427
Q96G74,Q13114,1,0.937246561050415
O75317,Q53GS9,0,0.15797898173332214
Q92560,Q14CZ0,0,0.7287811636924744
Q9Y5K5,Q53TQ3,0,0.01626119762659073
Q13107,P29274,1,0.933706521987915
Q9UK80,Q6A162,0,0.03232252225279808
P54252,P29466,0,0.8866168856620789
P45974,Q9UBT2,0,0.3026902377605438
Q9Y4E8,Q00987,1,0.9569467902183533
Q9UK80,O95786,1,0.9915636777877808
Q13107,Q7Z6Z7,1,0.5591763257980347
Q14694,Q9UL17,1,0.04577389732003212
P51784,P16104,1,0.8868298530578613
Q92995,Q9Y5K8,0,0.21272331476211548
Q5VVQ6,Q96J02,1,0.9406255483627319
Q93008,Q16665,0,0.6535042524337769
Q9Y4E8,P36894,1,0.7455605864524841
O75604,P51170,1,0.8217906355857849
Q6GQQ9,Q9Y4K3,1,0.9524362683296204
Q93008,Q13485,1,0.826888918876648
Q9P2H5,Q96GD4,1,0.5683041214942932
O75604,P36776,0,0.16718025505542755
Q93008,O43865,0,0.8874572515487671
Q9P275,Q9H6R0,1,0.03846759349107742
Q96FW1,Q08050,1,0.8305656909942627
Q86UV5,Q9H078,0,0.2461671680212021
O75317,Q8TBZ3,0,0.28831857442855835
Q6R6M4,Q9Y256,1,0.9984835982322693
Q96G74,Q15843,0,0.02487846463918686
Q9P275,P49703,0,0.23865199089050293
Q70EK9,Q9UK80,0,0.07288577407598495
P09936,P23508,0,0.6542544960975647
Q6R6M4,P16104,1,0.8623836040496826
P21580,Q13137,1,0.08682572841644287
P09936,Q9BVA1,0,0.29378050565719604
Q9UMW8,P60484,1,0.9856029748916626
Q70CQ3,O94826,1,0.39648622274398804
O75317,Q6P1J9,0,0.06517830491065979
Q9NQC7,O75762,0,0.7445497512817383
Q9NQC7,Q96AX9,1,0.7669611573219299
P51784,P41250,0,0.46999141573905945
O75604,Q00987,1,0.9572116732597351
Q9UHP3,Q14315,0,0.019375979900360107
P35125,P14780,1,0.636933445930481
Q93008,O00571,0,0.5768151879310608
Q14694,Q13131,1,0.5867847800254822
Q92995,P60484,1,0.9943090677261353
Q93009,P04637,1,0.7828922271728516
P40818,Q01151,0,0.08236891776323318
Q13107,Q8WWY3,1,0.12659938633441925
Q9Y5T5,P11182,0,0.31151843070983887
Q93008,Q969H0,1,0.09969040751457214
Q9Y4E8,Q07955,0,0.2280406355857849
Q9NQC7,O15105,1,0.896755039691925
P46736,Q93009,0,0.11954428255558014
O75604,P60903,0,0.008822080679237843
P45974,Q9Y5Q3,1,0.8611673712730408
Q93008,O43524,1,0.7782741785049438
P40818,P61981,0,0.10927052050828934
Q93009,P35568,1,0.9707923531532288
Q9Y4E8,Q8N6T7,0,0.6762383580207825
Q93008,Q12809,1,0.07201840728521347
Q9Y4E8,P42574,1,0.8289444446563721
P51784,P36897,1,0.7646659016609192
Q93009,Q9GZX7,0,0.24508237838745117
Q13107,Q5SZD1,0,0.6437323093414307
Q93009,Q03468,1,0.5407590270042419
O75604,Q9NYA3,0,0.013000541366636753
Q9Y6I4,Q9H496,0,0.55191969871521
P09936,Q9NPH5,1,0.9880262613296509
Q93008,P50542,1,0.2976780831813812
Q9Y5T5,P62280,0,0.009086918085813522
Q9HBJ7,P04637,1,0.8591064810752869
Q9BXU7,P54819,0,0.5342856645584106
P51784,P04637,1,0.8262993693351746
Q70EL3,P11717,0,0.9638887643814087
Q14694,P09132,0,0.11411062628030777
P09936,Q14721,0,0.9747587442398071
P54578,Q9NYJ8,1,0.8044465780258179
P35125,P05412,1,0.9161169528961182
Q0WX57,P00533,0,0.7129490375518799
Q9Y5T5,Q16778,1,0.9911850094795227
Q93009,Q9NSA3,1,0.10099528729915619
P54252,Q13501,0,0.9219204783439636
Q9H9J4,P04637,1,0.8033531308174133
P40818,Q15323,0,0.0299278162419796
Q93009,O43524,1,0.7603951096534729
Q9UPT9,Q7KZF4,0,0.08020104467868805
Q9P275,O15479,0,0.0416947603225708
O75604,P37088,1,0.8217906355857849
Q70CQ3,P21796,1,0.9848757386207581
Q14694,P06748,0,0.3677152991294861
Q96FW1,Q8TB45,1,0.03468623012304306
Q9BXU7,Q16635,0,0.002562456065788865
Q93008,O60285,1,0.5207730531692505
Q9H0E7,Q9NQ50,0,0.0011046502040699124
Q93008,Q8NAP3,1,0.7861322164535522
Q9Y6I4,Q96RL1,1,0.11703207343816757
O75604,P49327,1,0.14946545660495758
Q86T82,Q9H211,1,0.08245459198951721
Q93008,Q15797,1,0.6899990439414978
Q9UMW8,O43318,1,0.523456871509552
Q9UK80,Q86WV6,1,0.7659469842910767
Q93008,Q96RU7,1,0.15175363421440125
Q70CQ1,Q92598,0,0.03425126522779465
Q92995,Q9HB71,0,0.20261934399604797
Q96FW1,Q96FJ0,0,0.5631811618804932
Q8TEY7,P49407,1,0.4112902581691742
Q96RU2,Q16665,1,0.6648126244544983
O75317,P58304,0,0.1678202897310257
P12956,P09086,0,0.9995812773704529
Q13107,O75365,1,0.17607462406158447
P51784,Q9BXW4,0,0.1027592346072197
Q9NQC7,Q9NYF8,0,0.002760223811492324
Q9H0E7,Q01860,1,0.9663954377174377
P54578,P10275,1,0.6147534847259521
Q70CQ1,Q16778,1,0.9900671243667603
Q92995,Q9UM11,0,0.5280006527900696
Q96FW1,O00182,0,0.2841881513595581
O75317,Q00987,1,0.9415857195854187
Q0WX57,P0C7H9,0,0.06636970490217209
Q9BXU7,P0C7H9,0,0.05828399211168289
Q9P2H5,P21796,1,0.9841032028198242
Q92560,P53621,0,0.312288373708725
Q13107,Q13546,1,0.5256303548812866
Q92995,Q96RL1,1,0.30706876516342163
Q93008,Q9H8V3,0,0.2201005071401596
Q93008,Q9H3M7,0,0.03509454429149628
Q96RU2,P05412,1,0.8411017656326294
Q96FW1,Q13114,1,0.9264143705368042
Q14694,O60493,1,0.009173903614282608
Q9Y6I4,Q9NUQ3,0,0.020554428920149803
P51784,O95931,0,0.08680616319179535
P40818,Q96JA1,1,0.9670668840408325
Q86UV5,P08151,1,0.8400240540504456
Q9Y4E8,P15880,0,0.0715055838227272
Q9H0E7,Q12834,1,0.13056033849716187
P46736,P16104,1,0.8964675068855286
Q9NQC7,Q02246,1,0.8278982639312744
Q9H3M9,Q13887,1,0.975574254989624
Q9UMW8,Q6ZNE5,0,0.06801280379295349
Q70CQ3,O43908,0,0.36479702591896057
P21580,O43353,1,0.45571646094322205
Q92560,P16104,1,0.9545701742172241
Q5VV17,Q5QP82,0,0.33532556891441345
Q93008,P33981,1,0.35547149181365967
P09936,Q92905,1,0.03490060195326805
P40818,P62136,0,0.08360056579113007
Q70CQ1,P04637,1,0.8834457397460938
Q93009,O60299,0,0.2491959035396576
P62068,P42261,1,0.6109706163406372
P21580,Q14790,1,0.31667977571487427
Q93008,O94992,0,0.08995892852544785
Q93009,P27694,0,0.8382584452629089
Q9Y4E8,Q14494,1,0.737998902797699
Q96JH7,Q9NY99,1,0.14862987399101257
Q9Y5T5,P53350,1,0.4290215075016022
Q9Y4E8,Q13107,0,0.03888026252388954
Q9NQC7,P02533,0,0.022789623588323593
P45974,O75444,1,0.9586167931556702
P09936,P09936,1,0.01548877265304327
Q93009,O43663,1,0.9531356692314148
Q96RU2,P24864,1,0.9237477779388428
A6NNY8,P62807,1,0.9921121597290039
Q9Y4E8,P35222,1,0.5832098126411438
Q9UK80,O60307,0,0.41749307513237
Q9NQC7,Q9Y6K9,1,0.8148933053016663
P46736,O15287,1,9.841807332122698e-05
Q5VV17,O15105,1,0.8096879720687866
Q9UGI0,Q15910,1,0.002075080992653966
Q93008,Q96J02,1,0.2620439827442169
P45974,O95180,1,0.030306484550237656
Q96G74,P51784,0,0.06502768397331238
Q9UPT9,P54274,1,0.10079064965248108
Q96RU2,P01106,1,0.7490894794464111
Q93008,Q15051,1,0.12881186604499817
P40818,P31749,0,0.4954368472099304
Q6R6M4,Q0WX57,0,0.04331307113170624
P54252,P55072,1,0.04361427202820778
Q92995,P78317,0,0.8317315578460693
Q9Y2K6,P14618,1,0.03638245537877083
Q9UPT9,Q96EB6,1,0.5984548926353455
Q13107,P19474,1,0.26611724495887756
Q93008,P17096,0,0.6290757656097412
Q15040,Q9UNE7,0,0.8552871942520142
P40818,Q16777,0,0.9432570934295654
P51784,Q01094,1,0.025248104706406593
Q93009,Q9Y496,0,0.10073979198932648
Q9NQC7,P04637,1,0.9499245285987854
Q14694,Q9H7E2,0,0.15648959577083588
Q9Y5T5,P63244,0,0.14887571334838867
Q9NQC7,Q04206,1,0.9722170829772949
P40818,P56817,1,0.16322264075279236
Q01804,Q01831,1,0.9547282457351685
Q93009,Q9BZR9,0,0.3542523682117462
O94966,Q9H2V7,0,0.7893479466438293
Q9Y4E8,P36897,1,0.6009131669998169
P62068,O94782,0,0.05367265269160271
Q70CQ3,Q8IY31,0,0.00786960031837225
Q93008,Q96MH2,0,0.08995892852544785
Q9UPT9,O60341,1,0.48026520013809204
Q13107,Q12933,1,0.9508397579193115
O75604,Q9UDY8,0,0.6750898957252502
Q92905,Q13619,1,0.0004254540253896266
Q93009,P46939,0,0.0005569946370087564
P15374,P49773,0,0.5210122466087341
P46736,Q14980,1,0.02899930812418461
Q9UPT9,Q13469,1,0.9265235662460327
Q92560,P25490,1,0.9764436483383179
Q93009,P51965,1,0.35006260871887207
Q9Y4E8,Q24JP5,0,0.7892327308654785
Q9Y6I4,Q14152,0,6.07481888437178e-05
Q9H0E7,P56177,0,0.08069781959056854
Q92995,Q9Y4C2,0,0.02843933366239071
Q14694,P18084,1,0.06546006351709366
P40818,Q02241,1,0.15501804649829865
Q93008,P16949,1,0.05835142359137535
Q9H9J4,Q9BYN8,0,0.0006633991142734885
Q9NQC7,Q5SQI0,0,0.0007186845759861171
Q86T82,P02768,0,0.009695414453744888
Q14694,P05556,1,0.0928523987531662
Q96K76,P35222,1,0.607651948928833
P40818,O15155,0,0.1160285472869873
O94782,Q9NVI1,1,8.80142324604094e-05
P45974,Q96RS6,0,0.0157929714769125
Q14694,Q9P2D0,0,0.05429729446768761
Q92560,Q14145,0,0.2792111933231354
Q5D1E8,Q9Y4K3,1,0.8546849489212036
P51784,P25963,1,0.4622708857059479
Q96K76,P12830,1,0.6645082831382751
Q93008,Q9Y2J4,1,0.0004218794347252697
Q70EL2,P07992,1,0.004310791380703449
Q93009,Q14566,0,0.1877456158399582
Q9UK80,Q9Y5S9,0,0.024784723296761513
Q13107,O15530,1,0.46112293004989624
Q01804,Q15323,0,0.022673049941658974
Q70CQ1,O75170,0,0.06071632355451584
Q9Y4E8,Q9H4M7,0,0.0398867204785347
P09936,Q9UBN7,1,0.6745985746383667
Q70EL3,P11310,0,0.009475821629166603
P54252,O75600,0,0.030647041276097298
Q9NQC7,P54105,0,0.6361724138259888
O94966,O75581,1,0.3782704174518585
P51784,P37173,1,0.5084757804870605
P54578,P35222,1,0.5774255394935608
Q9Y6I4,Q9UI12,0,0.0027338603977113962
Q93008,Q8N122,0,0.4721223711967468
Q6R6M4,Q9BYX4,1,0.7044087052345276
P40818,Q6FHJ7,1,0.8779418468475342
Q9NQC7,Q9NVE4,0,0.9999659061431885
Q93009,Q12888,1,0.9996776580810547
Q13107,P49116,1,0.6099736094474792
Q9UK80,Q9BZI7,0,0.06582020223140717
Q92995,Q9UKV5,0,0.6641438007354736
Q14694,P62753,0,0.10900484025478363
Q9NQC7,P31749,1,0.686124861240387
Q93009,Q15170,0,0.016756145283579826
Q93008,P36915,0,0.49009355902671814
Q9UK80,Q5T5X7,0,0.02426021546125412
Q9NQC7,O95831,0,0.013538318686187267
Q86T82,O60216,0,0.4069329500198364
Q9UPT9,P37231,0,0.6243637800216675
Q6R6M4,Q99538,1,0.0019818453583866358
P21580,Q8WXW3,0,0.006676326971501112
Q93008,P48431,1,0.2960244119167328
Q9UPT9,P09758,0,0.16731375455856323
O00507,Q02241,0,0.17107762396335602
Q13107,Q92819,1,0.9555578231811523
P40818,Q96RU2,0,0.03191658854484558
O94782,P12004,1,0.3140351474285126
Q9Y5K5,Q01094,1,0.02226177789270878
Q93009,P06400,1,0.9971823692321777
P51784,P29590,1,0.6889231204986572
Q8TEY7,P11234,1,0.07946722954511642
Q9Y4E8,O76011,0,0.012670471332967281
Q9HBJ7,Q9HAW4,1,0.9999457597732544
Q9H9J4,Q8N1G4,0,0.6032835245132446
Q86UV5,P0CG48,0,0.09868758171796799
Q96RU2,Q9Y5K5,0,0.023256342858076096
P40818,Q9Y6H6,0,0.3691563308238983
Q9P275,P04179,1,0.9149231910705566
Q6GQQ9,O75113,0,0.03061983920633793
P40818,P78386,0,0.01412125863134861
Q9UPT9,P15924,0,0.0004208914760965854
O00487,Q14151,0,0.02991105057299137
P21580,Q9Y6K9,1,0.6747123599052429
Q93009,Q9HCI5,0,0.02544047124683857
P54578,P61073,1,0.6595714688301086
P54578,Q9NYL9,0,0.3267138600349426
Q9UPU5,P04637,1,0.9028138518333435
Q9Y4E8,P51449,1,0.6291769742965698
Q14694,O15119,0,0.6358479857444763
P09936,Q96C24,0,0.3079264461994171
Q6R6M4,Q15672,1,0.2419849932193756
Q92560,P52739,0,0.9753533005714417
Q9Y6I4,O95786,1,0.9435232877731323
Q9Y5T5,Q9H9S0,1,0.4023926854133606
Q9H0E7,P0C0S8,1,0.921400785446167
Q96FW1,P03372,1,0.49875694513320923
Q93009,P25205,0,0.19039100408554077
Q93008,O15169,0,0.8407428860664368
Q70EK9,Q16777,1,0.9358562231063843
Q9NQC7,Q96HS1,0,0.034404266625642776
Q93009,Q8TES7,0,0.003835021983832121
Q9Y6I4,Q16778,1,0.9921958446502686
Q9BXU7,O95503,0,0.03628376126289368
P54578,P62847,0,0.015389600768685341
P62068,Q9BS26,0,0.013831955380737782
P51784,Q9NRC8,0,0.4771310091018677
Q93009,O75083,0,0.19068491458892822
P54252,P28072,0,0.03455371782183647
P40818,Q96QF0,0,0.7254718542098999
O75317,O60346,1,0.7082195281982422
P40818,Q96FZ7,0,0.625909686088562
O94966,Q14258,0,0.3311406970024109
P62068,Q9P0U4,0,0.8073027729988098
Q86T82,O75182,0,0.5327377319335938
Q13107,P49959,0,0.9157708883285522
Q93008,P15144,0,0.6765172481536865
P51784,Q92633,1,0.5109648704528809
Q9Y4E8,Q16656,1,2.7482776204124093e-05
Q9NQC7,Q8NHQ1,1,0.004019977990537882
Q9UGI0,Q9NVK5,0,0.0027137526776641607
Q93009,Q15468,0,0.43533825874328613
Q93009,Q13309,0,0.09767834842205048
Q93008,P04629,0,0.7508479356765747
O75604,P25445,1,0.014035080559551716
Q9H9J4,Q9H6W3,0,0.024870356544852257
Q93009,Q9NS91,1,0.1883697360754013
Q96G74,Q9Y4K3,1,0.9400619268417358
O75604,Q9Y4E8,0,0.04407770186662674
O94782,Q9BUV0,0,0.09575611352920532
Q6GQQ9,P00533,1,0.3910709619522095
P21580,O15111,0,0.3599643111228943
Q9UPT9,O75529,0,0.1530190259218216
Q14694,P43246,1,0.9316766858100891
Q86T82,P46527,1,0.9818230867385864
